symbol,direction,entry_dt,exit_dt,entry,exit,stop_loss,take_profit,size,pnl_pips,pnl_gross,pnl,bars_held,exit_reason,cost_model_status,adx_entry,atr_entry,ema_distance,trend_gap,session,year
USDJPY,1,2022-04-26 20:00:00,2022-04-28 04:00:00,127.527,129.31103,126.63499,129.31103,0.128,178.4,207.8,211.04,8,take_profit,OK,24.13309,0.59468,0.08951,6.39963,new_york,2022
USDJPY,1,2022-05-05 08:00:00,2022-05-06 04:00:00,129.264,130.77648,128.50776,130.77648,0.1541,151.2,212.1,212.24,5,take_profit,OK,20.21773,0.50416,-0.0967,7.3152,tokyo,2022
USDJPY,1,2022-05-12 20:00:00,2022-05-16 12:00:00,128.399,129.299,127.45117,130.29466,0.1254,90.0,102.7,105.87,10,time_exit,OK,24.36806,0.63189,-2.20929,4.61943,new_york,2022
USDJPY,1,2022-05-16 12:00:00,2022-05-18 04:00:00,129.377,129.095,128.51086,131.10928,0.1385,-28.2,-35.54,-34.29,10,time_exit,OK,24.34975,0.57743,-0.31606,4.2814,london,2022
USDJPY,1,2022-05-19 04:00:00,2022-05-19 12:00:00,128.373,127.64594,127.64594,129.82711,0.1645,-72.7,-108.84,-110.03,2,stop_loss,OK,20.56756,0.4847,-1.92888,3.9716,tokyo,2022
USDJPY,1,2022-05-19 20:00:00,2022-05-23 12:00:00,127.602,127.824,126.74842,129.30915,0.1387,22.2,28.02,31.53,10,time_exit,OK,23.42992,0.56905,-2.61248,2.97113,new_york,2022
USDJPY,1,2022-05-23 12:00:00,2022-05-24 16:00:00,127.558,126.75937,126.75937,129.15527,0.1487,-79.9,-108.07,-107.93,7,stop_loss,OK,22.92977,0.53242,-2.04166,2.27904,london,2022
USDJPY,1,2022-05-25 00:00:00,2022-05-26 16:00:00,126.824,127.36,126.05726,128.35748,0.1533,53.6,74.77,77.41,10,time_exit,OK,26.24821,0.51116,-2.77639,1.64379,tokyo,2022
USDJPY,1,2022-05-26 16:00:00,2022-05-30 08:00:00,127.179,127.294,126.43166,128.67368,0.1585,11.5,16.59,20.6,10,time_exit,OK,25.30219,0.49823,-1.4503,0.99615,new_york,2022
USDJPY,1,2022-05-30 12:00:00,2022-05-31 12:00:00,127.293,128.55455,126.66223,128.55455,0.1881,126.2,215.94,216.11,6,take_profit,OK,25.36545,0.42052,-0.75593,0.57024,london,2022
USDJPY,1,2022-06-17 00:00:00,2022-06-17 04:00:00,132.204,134.50088,131.05556,134.50088,0.1054,229.7,220.3,219.54,1,take_profit,OK,27.50595,0.76563,-1.40051,3.93817,tokyo,2022
USDJPY,1,2022-06-17 04:00:00,2022-06-20 20:00:00,133.217,135.105,132.03027,135.59046,0.104,188.8,178.68,180.47,10,time_exit,OK,27.07838,0.79115,-0.11205,3.76977,tokyo,2022
